Day + Time,TempC,Windspeed(km/h),Windir16Point,WeatherCode,Humidity (%),Visibility (km),Pressure (mb),Cloudcover (%)
2013-05-25 - 300,26,5,SSW,116,87,10,1008,15
2013-05-25 - 600,27,7,SW,113,81,10,1010,11
2013-05-25 - 900,32,8,SW,113,58,10,1009,10
2013-05-25 - 1200,34,9,SW,116,49,10,1008,51
2013-05-25 - 1500,33,13,SW,176,53,9,1005,45
2013-05-25 - 1800,28,10,SSW,116,77,10,1008,63
2013-05-26 - 0,27,8,SW,116,83,10,1009,17
2013-05-26 - 300,26,7,SW,116,86,10,1008,15
2013-05-26 - 600,28,5,WSW,116,81,10,1010,11
2013-05-26 - 900,32,8,W,113,60,10,1009,10
2013-05-26 - 1200,34,12,WSW,116,54,10,1008,51
2013-05-26 - 1500,32,11,SW,356,63,7,1005,45
2013-05-26 - 1800,29,8,SSW,113,78,10,1008,63
2013-05-27 - 0,27,8,SSW,113,86,10,1009,17
2013-05-27 - 300,26,5,SW,176,88,9,1008,15
2013-05-27 - 600,27,8,WSW,113,82,10,1010,11
2013-05-27 - 900,32,9,W,113,60,10,1009,10
2013-05-27 - 1200,35,9,WSW,116,50,10,1008,51
2013-05-27 - 1500,33,12,WSW,386,57,10,1005,45
2013-05-27 - 1800,29,8,SW,113,73,10,1008,63
2013-06-01 - 0,26,5,SE,116,85,10,1009,52
2013-06-01 - 300,26,5,E,113,87,10,1008,29
2013-06-01 - 600,27,7,E,113,83,10,1009,32
2013-06-01 - 900,32,8,E,176,62,9,1009,35
2013-06-01 - 1200,35,8,SE,116,49,10,1006,32
2013-06-01 - 1500,32,11,SSE,356,62,7,1004,19
2013-06-01 - 1800,27,8,ESE,116,81,10,1006,17
2013-06-02 - 0,26,6,SE,116,84,10,1009,52
2013-06-02 - 300,25,5,ESE,116,86,10,1008,29
2013-06-02 - 600,27,5,ESE,113,81,10,1009,32
2013-06-02 - 900,31,5,SE,116,64,10,1009,35
2013-06-02 - 1200,33,9,SE,119,58,10,1006,32
2013-06-02 - 1500,32,10,SE,116,63,10,1004,19
2013-06-02 - 1800,28,7,SE,116,77,10,1006,17
2013-06-03 - 0,26,6,SE,113,83,10,1009,52
2013-06-03 - 300,25,6,ESE,113,85,10,1008,29
2013-06-03 - 600,27,8,ESE,113,81,10,1009,32
2013-06-03 - 900,32,11,SE,113,59,10,1009,35
2013-06-03 - 1200,34,14,SSE,116,53,10,1006,32
2013-06-03 - 1500,32,17,SSE,353,61,10,1004,19
2013-06-03 - 1800,27,8,SSE,116,81,10,1006,17
2013-06-04 - 0,26,4,SSE,116,87,10,1009,52
2013-06-04 - 300,26,4,ESE,116,89,10,1008,29
2013-06-04 - 600,27,9,ESE,116,82,10,1009,32
2013-06-04 - 900,31,9,ESE,116,63,10,1009,35
2013-06-04 - 1200,33,10,ESE,122,57,10,1006,32
2013-06-04 - 1500,30,9,SSE,122,69,10,1004,19
2013-06-04 - 1800,27,7,SSE,116,79,10,1006,17
2013-06-05 - 0,25,6,SE,116,87,10,1009,52
2013-06-05 - 300,25,5,ESE,116,88,10,1008,29
2013-06-05 - 600,27,6,E,116,81,10,1009,32
2013-06-05 - 900,32,6,SE,113,59,10,1009,35
2013-06-05 - 1200,34,12,SSE,116,53,10,1006,32
2013-06-05 - 1500,33,14,SSE,176,56,9,1004,19
2013-06-05 - 1800,28,11,SSE,113,75,10,1006,17
2013-06-06 - 0,26,3,SSE,116,83,10,1009,52
2013-06-06 - 300,25,5,E,116,84,10,1008,29
2013-06-06 - 600,27,6,NE,116,78,10,1009,32
2013-06-06 - 900,32,6,E,116,58,10,1009,35
2013-06-06 - 1200,34,8,SSE,116,51,10,1006,32
2013-06-06 - 1500,32,11,SE,356,61,7,1004,19
2013-06-06 - 1800,28,6,SE,116,80,10,1006,17
2013-06-07 - 0,26,7,SSE,116,84,10,1009,52
2013-06-07 - 300,26,4,SE,116,87,10,1008,29
2013-06-07 - 600,28,1,ESE,116,79,10,1009,32
2013-06-07 - 900,34,1,S,116,56,10,1009,35
2013-06-07 - 1200,36,4,SW,116,47,10,1006,32
2013-06-07 - 1500,33,7,SW,356,60,7,1004,19
2013-06-07 - 1800,29,8,SSE,113,78,10,1006,17
2013-06-08 - 0,27,7,SSW,116,85,10,1009,52
2013-06-08 - 300,26,5,SSW,116,88,10,1008,29
2013-06-08 - 600,28,6,SW,113,82,10,1009,32
2013-06-08 - 900,32,7,SW,116,63,10,1009,35
2013-06-08 - 1200,34,8,SW,113,57,10,1006,32
2013-06-08 - 1500,33,10,SSW,356,62,7,1004,19
2013-06-08 - 1800,29,6,SW,113,80,10,1006,17
2013-06-09 - 0,27,6,SW,113,89,10,1009,52
2013-06-09 - 300,26,5,SW,113,91,10,1008,29
2013-06-09 - 600,28,5,W,116,86,10,1009,32
2013-06-09 - 900,33,7,WNW,116,65,10,1009,35
2013-06-09 - 1200,35,7,W,113,55,10,1006,32
2013-06-09 - 1500,32,11,SW,359,68,3,1004,19
2013-06-09 - 1800,29,10,WSW,113,82,10,1006,17
2013-06-10 - 0,27,13,WSW,116,89,10,1009,52
2013-06-10 - 300,26,12,WSW,116,91,10,1008,29
2013-06-10 - 600,28,13,WSW,113,85,10,1009,32
2013-06-10 - 900,32,15,W,113,64,10,1009,35
2013-06-10 - 1200,35,13,W,113,52,10,1006,32
2013-06-10 - 1500,34,12,WSW,386,56,10,1004,19
2013-06-10 - 1800,29,8,WSW,113,79,10,1006,17
2013-06-11 - 0,27,9,WSW,113,86,10,1009,52
2013-06-11 - 300,26,6,SW,113,89,10,1008,29
2013-06-11 - 600,28,9,SW,116,85,10,1009,32
2013-06-11 - 900,31,12,W,116,69,10,1009,35
2013-06-11 - 1200,34,13,WSW,116,57,10,1006,32
2013-06-11 - 1500,32,13,SW,356,66,7,1004,19
2013-06-11 - 1800,28,12,SSW,116,84,10,1006,17
2013-06-12 - 0,26,8,SW,116,89,10,1009,52
2013-06-12 - 300,26,4,SW,116,90,10,1008,29
2013-06-12 - 600,27,5,SW,116,84,10,1009,32
2013-06-12 - 900,31,8,WSW,176,64,9,1009,35
2013-06-12 - 1200,32,14,SW,119,64,10,1006,32
2013-06-12 - 1500,29,12,SSW,353,80,10,1004,19
2013-06-12 - 1800,27,6,SSW,116,87,10,1006,17
2013-06-13 - 0,26,6,SSW,116,91,10,1009,52
2013-06-13 - 300,25,4,WSW,176,93,9,1008,29
2013-06-13 - 600,26,5,WSW,116,91,10,1009,32
2013-06-13 - 900,27,5,SW,263,83,5,1009,35
2013-06-13 - 1200,30,15,WSW,122,74,10,1006,32
2013-06-13 - 1500,26,15,SW,356,88,7,1004,19
2013-06-13 - 1800,26,11,SW,116,93,10,1006,17
2013-06-14 - 0,25,8,WSW,143,95,2,1009,52
2013-06-14 - 300,24,9,WSW,293,95,9,1008,29
2013-06-14 - 600,25,10,W,116,92,10,1009,32
2013-06-14 - 900,28,15,WSW,353,81,10,1009,35
2013-06-14 - 1200,27,15,WSW,119,86,10,1006,32
2013-06-14 - 1500,28,12,SW,353,79,10,1004,19
2013-06-14 - 1800,26,11,SW,119,91,10,1006,17
2013-06-15 - 0,24,11,SW,143,96,2,1009,52
2013-06-15 - 300,24,11,WSW,293,96,9,1008,29
2013-06-15 - 600,25,8,W,116,92,10,1009,32
2013-06-15 - 900,28,10,WSW,353,76,10,1009,35
2013-06-15 - 1200,29,15,WSW,116,75,10,1006,32
2013-06-15 - 1500,27,11,WSW,176,82,9,1004,19
2013-06-15 - 1800,26,5,SW,116,89,10,1006,17
2013-06-16 - 0,25,8,SW,119,91,10,1009,52
2013-06-16 - 300,24,8,SW,116,92,10,1008,29
2013-06-16 - 600,25,7,SW,116,89,10,1009,32
2013-06-16 - 900,27,12,WSW,353,83,10,1009,35
2013-06-16 - 1200,29,15,WSW,119,74,10,1006,32
2013-06-16 - 1500,28,10,WSW,119,81,10,1004,19
2013-06-16 - 1800,25,8,SW,116,91,10,1006,17
2013-06-17 - 0,25,8,SW,143,94,2,1009,52
2013-06-17 - 300,24,6,SW,143,97,2,1008,29
2013-06-17 - 600,26,8,SW,116,91,10,1009,32
2013-06-17 - 900,30,16,WSW,353,72,10,1009,35
2013-06-17 - 1200,29,13,SW,116,76,10,1006,32
2013-06-17 - 1500,29,12,SW,353,78,10,1004,19
2013-06-17 - 1800,26,8,W,116,89,10,1006,17
2013-06-18 - 0,25,9,SW,119,91,10,1009,52
2013-06-18 - 300,24,7,SW,122,92,10,1008,29
2013-06-18 - 600,26,12,WSW,116,87,10,1009,32
2013-06-18 - 900,26,11,WSW,296,88,9,1009,35
2013-06-18 - 1200,29,9,W,116,77,10,1006,32
2013-06-18 - 1500,31,14,WSW,176,70,9,1004,19
2013-06-18 - 1800,27,12,WSW,116,88,10,1006,17
2013-06-19 - 0,26,10,SW,113,93,10,1009,52
2013-06-19 - 300,25,12,SW,176,94,9,1008,29
2013-06-19 - 600,27,16,SW,116,88,10,1009,32
2013-06-19 - 900,31,19,WSW,353,70,10,1009,35
2013-06-19 - 1200,31,17,WSW,200,69,9,1006,32
2013-06-19 - 1500,29,9,W,356,81,7,1004,19
2013-06-19 - 1800,27,9,WSW,200,88,9,1006,17
2013-06-20 - 0,26,9,WSW,116,90,10,1009,52
2013-06-20 - 300,25,9,WSW,176,93,9,1008,29
2013-06-20 - 600,27,14,WSW,116,89,10,1009,32
2013-06-20 - 900,31,20,W,353,70,10,1009,35
2013-06-20 - 1200,31,15,W,119,73,10,1006,32
2013-06-20 - 1500,28,11,WSW,356,86,7,1004,19
2013-06-20 - 1800,27,12,W,122,90,10,1006,17
2013-06-21 - 0,25,8,WSW,143,94,2,1009,52
2013-06-21 - 300,25,8,WSW,299,95,8,1008,29
2013-06-21 - 600,26,13,WSW,119,89,10,1009,32
2013-06-21 - 900,30,16,W,353,73,10,1009,35
2013-06-21 - 1200,30,13,W,119,73,10,1006,32
2013-06-21 - 1500,27,9,W,302,90,7,1004,19
2013-06-21 - 1800,26,6,WSW,119,94,10,1006,17
2013-06-22 - 0,25,8,SW,143,96,2,1009,52
2013-06-22 - 300,25,9,WSW,353,97,10,1008,29
2013-06-22 - 600,26,14,WSW,116,92,10,1009,32
2013-06-22 - 900,30,19,W,176,74,9,1009,35
2013-06-22 - 1200,30,17,W,116,74,10,1006,32
2013-06-22 - 1500,27,12,WSW,359,88,3,1004,19
2013-06-22 - 1800,26,12,WSW,116,92,10,1006,17
2013-06-23 - 0,25,11,SW,143,94,2,1009,52
2013-06-23 - 300,25,10,SW,143,94,2,1008,29
2013-06-23 - 600,26,10,SW,119,89,10,1009,32
2013-06-23 - 900,29,15,SW,200,74,9,1009,35
2013-06-23 - 1200,31,16,SW,116,71,10,1006,32
2013-06-23 - 1500,29,12,SW,353,81,10,1004,19
2013-06-23 - 1800,26,9,SSW,113,88,10,1006,17
2013-06-24 - 0,25,7,SSW,113,93,10,1009,52
2013-06-24 - 300,24,6,SSW,113,94,10,1008,29
2013-06-24 - 600,26,4,SW,116,91,10,1009,32
2013-06-24 - 900,30,8,SW,116,72,10,1009,35
2013-06-24 - 1200,31,10,SW,200,69,9,1006,32
2013-06-24 - 1500,30,10,SW,353,73,10,1004,19
2013-06-24 - 1800,27,4,S,113,89,10,1006,17
2013-06-25 - 0,26,5,S,113,91,10,1009,52
2013-06-25 - 300,25,5,SSW,113,93,10,1008,29
2013-06-25 - 600,27,7,W,113,87,10,1009,32
2013-06-25 - 900,31,10,W,113,65,10,1009,35
2013-06-25 - 1200,34,10,WSW,200,56,9,1006,32
2013-06-25 - 1500,32,9,WSW,176,62,9,1004,19
2013-06-25 - 1800,28,7,WSW,200,77,9,1006,17
2013-06-26 - 0,25,8,SW,116,86,10,1009,52
2013-06-26 - 300,25,7,SW,116,89,10,1008,29
2013-06-26 - 600,26,7,W,113,85,10,1009,32
2013-06-26 - 900,31,8,W,113,65,10,1009,35
2013-06-26 - 1200,34,9,WNW,200,54,9,1006,32
2013-06-26 - 1500,32,11,WSW,176,62,9,1004,19
2013-06-26 - 1800,27,6,SW,113,86,10,1006,17
2013-06-27 - 0,25,7,WSW,113,91,10,1009,52
2013-06-27 - 300,25,6,WSW,113,93,10,1008,29
2013-06-27 - 600,26,6,W,116,89,10,1009,32
2013-06-27 - 900,31,9,WSW,116,68,10,1009,35
2013-06-27 - 1200,33,10,WSW,200,56,9,1006,32
2013-06-27 - 1500,32,10,SW,386,61,10,1004,19
2013-06-27 - 1800,27,6,WSW,200,83,9,1006,17
2013-07-01 - 0,26,8,WSW,116,88,10,1010,81
2013-07-01 - 300,25,8,W,116,89,10,1009,83
2013-07-01 - 600,27,6,W,116,83,10,1010,31
2013-07-01 - 900,31,10,WSW,116,63,10,1010,26
2013-07-01 - 1200,33,7,WSW,116,56,10,1008,31
2013-07-01 - 1500,31,12,SSW,356,69,7,1007,60
2013-07-01 - 1800,27,11,SW,113,87,10,1009,81
2013-07-02 - 0,26,9,SW,116,94,10,1010,81
2013-07-02 - 300,25,9,SW,176,95,9,1009,83
2013-07-02 - 600,27,11,WSW,116,90,10,1010,31
2013-07-02 - 900,30,11,WSW,119,73,10,1010,26
2013-07-02 - 1200,32,10,SW,200,66,9,1008,31
2013-07-02 - 1500,31,9,SW,353,72,10,1007,60
2013-07-02 - 1800,27,8,SSW,200,88,9,1009,81
2013-07-03 - 0,26,5,SSW,122,93,10,1010,81
2013-07-03 - 300,25,4,S,122,93,10,1009,83
2013-07-03 - 600,26,5,SSW,116,90,10,1010,31
2013-07-03 - 900,30,8,WSW,116,71,10,1010,26
2013-07-03 - 1200,32,8,W,200,64,9,1008,31
2013-07-03 - 1500,30,10,SW,356,74,7,1007,60
2013-07-03 - 1800,26,4,SSW,119,93,10,1009,81
2013-07-04 - 0,25,4,SW,143,95,2,1010,81
2013-07-04 - 300,25,3,WSW,143,95,2,1009,83
2013-07-04 - 600,26,2,SSW,116,89,10,1010,31
2013-07-04 - 900,31,4,SSE,113,68,10,1010,26
2013-07-04 - 1200,33,6,S,116,60,10,1008,31
2013-07-04 - 1500,31,10,SSE,356,68,7,1007,60
2013-07-04 - 1800,26,12,SW,119,86,10,1009,81
2013-07-05 - 0,25,5,SW,143,94,2,1010,81
2013-07-05 - 300,25,3,WSW,143,96,2,1009,83
2013-07-05 - 600,26,2,NW,116,89,10,1010,31
2013-07-05 - 900,31,2,WNW,116,68,10,1010,26
2013-07-05 - 1200,32,5,S,116,65,10,1008,31
2013-07-05 - 1500,29,12,SSE,356,76,7,1007,60
2013-07-05 - 1800,26,12,SSW,116,90,10,1009,81
2013-07-06 - 0,25,4,WSW,143,95,2,1010,81
2013-07-06 - 300,24,3,W,353,96,10,1009,83
2013-07-06 - 600,26,2,ENE,116,89,10,1010,31
2013-07-06 - 900,30,6,S,176,72,9,1010,26
2013-07-06 - 1200,31,10,S,116,69,10,1008,31
2013-07-06 - 1500,30,13,S,353,72,10,1007,60
2013-07-06 - 1800,26,11,SSE,116,86,10,1009,81
2013-07-07 - 0,24,7,WSW,143,94,2,1010,81
2013-07-07 - 300,24,5,WSW,353,96,10,1009,83
2013-07-07 - 600,26,3,WSW,116,90,10,1010,31
2013-07-07 - 900,28,6,SW,353,77,10,1010,26
2013-07-07 - 1200,31,6,SW,116,65,10,1008,31
2013-07-07 - 1500,29,7,SW,116,76,10,1007,60
2013-07-07 - 1800,26,7,S,116,86,10,1009,81
2013-07-08 - 0,25,6,SSW,119,93,10,1010,81
2013-07-08 - 300,24,5,SSW,119,93,10,1009,83
2013-07-08 - 600,25,3,SW,116,88,10,1010,31
2013-07-08 - 900,30,5,WSW,116,67,10,1010,26
2013-07-08 - 1200,32,6,SW,116,59,10,1008,31
2013-07-08 - 1500,30,11,SSW,356,75,7,1007,60
2013-07-08 - 1800,26,8,SW,119,90,10,1009,81
2013-07-09 - 0,25,8,SW,143,94,2,1010,81
2013-07-09 - 300,24,5,WSW,353,94,10,1009,83
2013-07-09 - 600,25,3,WSW,122,90,10,1010,31
2013-07-09 - 900,29,5,WNW,119,72,10,1010,26
2013-07-09 - 1200,31,6,W,119,62,10,1008,31
2013-07-09 - 1500,29,9,WSW,353,73,10,1007,60
2013-07-09 - 1800,26,3,WSW,119,89,10,1009,81
2013-07-10 - 0,25,2,NNW,116,90,10,1010,81
2013-07-10 - 300,24,2,NNW,116,92,10,1009,83
2013-07-10 - 600,26,5,WSW,116,86,10,1010,31
2013-07-10 - 900,30,9,WSW,113,64,10,1010,26
2013-07-10 - 1200,32,10,W,113,54,10,1008,31
2013-07-10 - 1500,31,11,WSW,116,62,10,1007,60
2013-07-10 - 1800,27,8,WSW,116,84,10,1009,81
2013-07-11 - 0,25,7,WSW,116,91,10,1010,81
2013-07-11 - 300,24,5,W,113,93,10,1009,83
2013-07-11 - 600,26,6,WNW,113,87,10,1010,31
2013-07-11 - 900,30,6,WNW,113,66,10,1010,26
2013-07-11 - 1200,33,11,WNW,113,56,10,1008,31
2013-07-11 - 1500,33,11,W,113,57,10,1007,60
2013-07-11 - 1800,27,11,WSW,116,79,10,1009,81
2013-07-12 - 0,25,10,W,116,90,10,1010,81
2013-07-12 - 300,24,7,WNW,113,93,10,1009,83
2013-07-12 - 600,26,7,NNW,116,90,10,1010,31
2013-07-12 - 900,31,13,NNW,113,68,10,1010,26
2013-07-12 - 1200,33,13,NNW,116,56,10,1008,31
2013-07-12 - 1500,33,10,NW,116,57,10,1007,60
2013-07-12 - 1800,28,11,W,113,78,10,1009,81
2013-07-13 - 0,26,8,W,113,89,10,1010,81
2013-07-13 - 300,25,7,W,113,91,10,1009,83
2013-07-13 - 600,26,7,WNW,113,85,10,1010,31
2013-07-13 - 900,31,9,NW,113,64,10,1010,26
2013-07-13 - 1200,34,9,WNW,116,54,10,1008,31
2013-07-13 - 1500,34,8,W,113,54,10,1007,60
2013-07-13 - 1800,28,8,WSW,200,80,9,1009,81
2013-07-14 - 0,26,9,SW,116,91,10,1010,81
2013-07-14 - 300,25,9,WSW,176,93,9,1009,83
2013-07-14 - 600,27,11,W,116,86,10,1010,31
2013-07-14 - 900,31,9,W,113,64,10,1010,26
2013-07-14 - 1200,34,12,WSW,116,55,10,1008,31
2013-07-14 - 1500,32,13,SW,116,65,10,1007,60
2013-07-14 - 1800,27,9,SW,116,85,10,1009,81
2013-07-15 - 0,25,10,SW,119,92,10,1010,81
2013-07-15 - 300,25,9,SW,143,94,2,1009,83
2013-07-15 - 600,26,7,WSW,116,89,10,1010,31
2013-07-15 - 900,30,9,W,116,70,10,1010,26
2013-07-15 - 1200,33,10,W,116,59,10,1008,31
2013-07-15 - 1500,28,14,SW,356,81,7,1007,60
2013-07-15 - 1800,25,14,SW,116,94,10,1009,81
2013-07-16 - 0,24,11,SW,143,95,2,1010,81
2013-07-16 - 300,24,10,SW,143,96,2,1009,83
2013-07-16 - 600,24,13,WSW,122,94,10,1010,31
2013-07-16 - 900,27,18,W,122,85,10,1010,26
2013-07-16 - 1200,28,17,W,119,78,10,1008,31
2013-07-16 - 1500,27,13,W,353,84,10,1007,60
2013-07-16 - 1800,25,12,W,122,88,10,1009,81
2013-07-17 - 0,24,10,W,116,92,10,1010,81
2013-07-17 - 300,23,9,WNW,119,93,10,1009,83
2013-07-17 - 600,24,17,WNW,122,90,10,1010,31
2013-07-17 - 900,26,13,WNW,122,82,10,1010,26
2013-07-17 - 1200,29,14,W,122,71,10,1008,31
2013-07-17 - 1500,28,13,W,353,79,10,1007,60
2013-07-17 - 1800,26,7,W,119,89,10,1009,81
2013-07-18 - 0,25,8,W,122,93,10,1010,81
2013-07-18 - 300,24,8,WNW,116,93,10,1009,83
2013-07-18 - 600,25,11,WNW,119,91,10,1010,31
2013-07-18 - 900,28,10,NW,116,75,10,1010,26
2013-07-18 - 1200,30,9,NW,116,69,10,1008,31
2013-07-18 - 1500,29,6,W,356,77,7,1007,60
2013-07-18 - 1800,26,12,WSW,116,89,10,1009,81
2013-07-19 - 0,25,10,W,143,96,2,1010,81
2013-07-19 - 300,24,9,WSW,143,96,2,1009,83
2013-07-19 - 600,25,13,WSW,119,91,10,1010,31
2013-07-19 - 900,28,15,WSW,119,77,10,1010,26
2013-07-19 - 1200,29,15,WSW,119,77,10,1008,31
2013-07-19 - 1500,27,16,WSW,122,87,10,1007,60
2013-07-19 - 1800,25,14,WSW,122,95,10,1009,81
2013-07-20 - 0,23,13,WSW,119,96,10,1010,81
2013-07-20 - 300,23,11,WSW,353,96,10,1009,83
2013-07-20 - 600,24,10,W,116,92,10,1010,31
2013-07-20 - 900,28,16,W,353,77,10,1010,26
2013-07-20 - 1200,27,17,W,122,81,10,1008,31
2013-07-20 - 1500,25,14,W,119,92,10,1007,60
2013-07-20 - 1800,25,11,WSW,143,95,2,1009,81
2013-07-21 - 0,24,9,WSW,143,96,2,1010,81
2013-07-21 - 300,24,9,WSW,266,97,2,1009,83
2013-07-21 - 600,24,12,W,119,94,10,1010,31
2013-07-21 - 900,26,15,W,293,87,9,1010,26
2013-07-21 - 1200,27,16,WNW,119,82,10,1008,31
2013-07-21 - 1500,25,9,W,296,93,9,1007,60
2013-07-21 - 1800,24,12,WSW,143,96,2,1009,81
2013-07-22 - 0,24,11,WSW,143,95,2,1010,81
2013-07-22 - 300,24,10,WSW,293,96,9,1009,83
2013-07-22 - 600,24,6,WSW,143,97,2,1010,31
2013-07-22 - 900,28,14,W,353,82,10,1010,26
2013-07-22 - 1200,29,16,W,119,78,10,1008,31
2013-07-22 - 1500,27,10,W,119,90,10,1007,60
2013-07-22 - 1800,25,12,WSW,143,95,2,1009,81
2013-07-23 - 0,24,9,WSW,248,97,0,1010,81
2013-07-23 - 300,24,8,WSW,353,97,10,1009,83
2013-07-23 - 600,25,11,SW,143,95,2,1010,31
2013-07-23 - 900,26,16,WSW,266,90,2,1010,26
2013-07-23 - 1200,27,18,WSW,119,85,10,1008,31
2013-07-23 - 1500,26,14,WSW,119,89,10,1007,60
2013-07-23 - 1800,25,10,WSW,143,95,2,1009,81
2013-07-24 - 0,24,10,SW,143,96,2,1010,81
2013-07-24 - 300,23,8,SW,143,96,2,1009,83
2013-07-24 - 600,25,8,WSW,116,93,10,1010,31
2013-07-24 - 900,28,17,WSW,353,75,10,1010,26
2013-07-24 - 1200,28,10,W,116,81,10,1008,31
2013-07-24 - 1500,28,9,SW,353,82,10,1007,60
2013-07-24 - 1800,25,10,WSW,122,92,10,1009,81
2013-07-25 - 0,24,8,SW,116,92,10,1010,81
2013-07-25 - 300,23,7,SW,116,93,10,1009,83
2013-07-25 - 600,25,9,WSW,116,91,10,1010,31
2013-07-25 - 900,29,13,WSW,119,74,10,1010,26
2013-07-25 - 1200,31,15,WSW,116,66,10,1008,31
2013-07-25 - 1500,30,14,WSW,176,71,9,1007,60
2013-07-25 - 1800,26,7,SW,113,87,10,1009,81
2013-07-26 - 0,25,9,SW,113,93,10,1010,81
2013-07-26 - 300,24,8,SW,143,94,2,1009,83
2013-07-26 - 600,26,10,WSW,116,91,10,1010,31
2013-07-26 - 900,30,15,W,353,69,10,1010,26
2013-07-26 - 1200,32,14,W,200,63,9,1008,31
2013-07-26 - 1500,31,14,WSW,386,69,10,1007,60
2013-07-26 - 1800,27,8,WSW,116,83,10,1009,81
2013-07-27 - 0,25,10,WSW,116,88,10,1010,81
2013-07-27 - 300,24,8,WSW,113,91,10,1009,83
2013-07-27 - 600,26,12,WSW,116,89,10,1010,31
2013-07-27 - 900,30,11,W,116,68,10,1010,26
2013-07-27 - 1200,32,13,W,200,62,9,1008,31
2013-07-27 - 1500,30,16,WSW,386,73,10,1007,60
2013-07-27 - 1800,26,10,SW,116,90,10,1009,81
2013-08-01 - 0,24,11,SW,143,94,2,1009,61
2013-08-01 - 300,24,11,WSW,143,95,2,1007,56
2013-08-01 - 600,25,12,W,119,91,10,1009,18
2013-08-01 - 900,28,15,W,353,78,10,1009,26
2013-08-01 - 1200,28,14,W,116,76,10,1008,46
2013-08-01 - 1500,28,11,W,119,75,10,1006,20
2013-08-01 - 1800,26,11,WSW,119,87,10,1007,49
2013-08-02 - 0,24,10,SW,143,94,2,1009,61
2013-08-02 - 300,24,9,WSW,143,95,2,1007,56
2013-08-02 - 600,25,15,WSW,116,90,10,1009,18
2013-08-02 - 900,29,18,WSW,353,75,10,1009,26
2013-08-02 - 1200,30,15,WSW,119,76,10,1008,46
2013-08-02 - 1500,26,15,SW,359,89,3,1006,20
2013-08-02 - 1800,25,12,SW,119,93,10,1007,49
2013-08-03 - 0,24,10,SSW,143,94,2,1009,61
2013-08-03 - 300,24,10,SSW,143,95,2,1007,56
2013-08-03 - 600,25,12,SW,116,90,10,1009,18
2013-08-03 - 900,29,16,SW,122,74,10,1009,26
2013-08-03 - 1200,29,15,SSW,119,75,10,1008,46
2013-08-03 - 1500,27,10,SW,119,85,10,1006,20
2013-08-03 - 1800,25,8,S,122,94,10,1007,49
2013-08-04 - 0,24,4,SW,143,96,2,1009,61
2013-08-04 - 300,24,2,SSW,143,96,2,1007,56
2013-08-04 - 600,25,4,WSW,116,91,10,1009,18
2013-08-04 - 900,30,4,W,116,70,10,1009,26
2013-08-04 - 1200,32,5,W,119,62,10,1008,46
2013-08-04 - 1500,31,6,SW,116,66,10,1006,20
2013-08-04 - 1800,28,6,SW,113,78,10,1007,49
2013-08-05 - 0,26,6,SW,116,89,10,1009,61
2013-08-05 - 300,25,7,W,356,90,7,1007,56
2013-08-05 - 600,26,6,WNW,113,89,10,1009,18
2013-08-05 - 900,29,8,WNW,356,75,7,1009,26
2013-08-05 - 1200,32,13,WNW,200,65,9,1008,46
2013-08-05 - 1500,30,10,NW,353,72,10,1006,20
2013-08-05 - 1800,27,4,NW,200,86,9,1007,49
2013-08-06 - 0,25,7,SW,116,89,10,1009,61
2013-08-06 - 300,25,9,SW,353,93,10,1007,56
2013-08-06 - 600,26,4,W,116,91,10,1009,18
2013-08-06 - 900,29,9,W,176,74,9,1009,26
2013-08-06 - 1200,32,12,WNW,200,65,9,1008,46
2013-08-06 - 1500,29,10,WSW,356,81,7,1006,20
2013-08-06 - 1800,26,11,SW,122,90,10,1007,49
2013-08-07 - 0,25,8,WSW,143,95,2,1009,61
2013-08-07 - 300,24,6,WSW,143,96,2,1007,56
2013-08-07 - 600,25,5,W,116,91,10,1009,18
2013-08-07 - 900,30,7,WSW,116,72,10,1009,26
2013-08-07 - 1200,32,12,SW,116,64,10,1008,46
2013-08-07 - 1500,30,15,SW,116,74,10,1006,20
2013-08-07 - 1800,26,10,SW,119,89,10,1007,49
2013-08-08 - 0,25,7,SSW,113,92,10,1009,61
2013-08-08 - 300,25,6,SSW,113,93,10,1007,56
2013-08-08 - 600,26,8,S,116,90,10,1009,18
2013-08-08 - 900,30,11,SW,116,70,10,1009,26
2013-08-08 - 1200,32,12,WSW,116,65,10,1008,46
2013-08-08 - 1500,30,10,SW,386,74,10,1006,20
2013-08-08 - 1800,27,6,S,116,88,10,1007,49
2013-08-09 - 0,25,6,SSW,116,92,10,1009,61
2013-08-09 - 300,24,4,WSW,116,93,10,1007,56
2013-08-09 - 600,26,3,WSW,113,88,10,1009,18
2013-08-09 - 900,30,8,W,116,69,10,1009,26
2013-08-09 - 1200,32,9,WSW,200,61,9,1008,46
2013-08-09 - 1500,31,11,SW,113,68,10,1006,20
2013-08-09 - 1800,26,14,WSW,116,89,10,1007,49
2013-08-10 - 0,25,6,WSW,122,92,10,1009,61
2013-08-10 - 300,25,6,W,296,94,9,1007,56
2013-08-10 - 600,26,4,WNW,113,89,10,1009,18
2013-08-10 - 900,30,9,WNW,113,69,10,1009,26
2013-08-10 - 1200,32,10,W,116,60,10,1008,46
2013-08-10 - 1500,29,9,WSW,356,76,7,1006,20
2013-08-10 - 1800,26,6,SW,116,91,10,1007,49
2013-08-11 - 0,25,8,WSW,143,94,2,1009,61
